,Year,DistrictName,EstTotalAcres,GeneralCause,County,Population_Estimate
0,2010,Forest Grove,0.01,Recreation,COLUMBIA,49353
1,2010,Forest Grove,0.1,Equipment Use,COLUMBIA,49353
2,2010,Forest Grove,0.01,Equipment Use,COLUMBIA,49353
3,2010,Forest Grove,0.01,Equipment Use,COLUMBIA,49353
4,2010,Forest Grove,0.01,Juveniles,COLUMBIA,49353
5,2010,Forest Grove,0.25,Debris Burning,COLUMBIA,49353
6,2010,Forest Grove,0.2,Equipment Use,COLUMBIA,49353
7,2010,Forest Grove,0.01,Juveniles,COLUMBIA,49353
8,2010,Forest Grove,0.01,Equipment Use,COLUMBIA,49353
9,2010,Forest Grove,0.01,Lightning,COLUMBIA,49353
10,2010,Forest Grove,0.01,Debris Burning,COLUMBIA,49353
11,2010,West Oregon,0.14,Recreation,BENTON,85577
12,2010,West Oregon,0.01,Equipment Use,BENTON,85577
13,2010,West Oregon,0.01,Equipment Use,BENTON,85577
14,2010,Southwest Oregon,0.1,Lightning,JACKSON,203357
15,2010,Southwest Oregon,0.01,Equipment Use,JACKSON,203357
16,2010,Southwest Oregon,0.1,Lightning,JACKSON,203357
17,2010,Southwest Oregon,0.25,Lightning,JACKSON,203357
18,2010,Southwest Oregon,0.3,Recreation,JACKSON,203357
19,2010,Southwest Oregon,0.25,Lightning,JACKSON,203357
20,2010,Southwest Oregon,6.13,Lightning,JACKSON,203357
21,2010,Southwest Oregon,0.25,Lightning,JACKSON,203357
22,2010,Southwest Oregon,2.0,Lightning,JACKSON,203357
23,2010,Southwest Oregon,2.0,Lightning,JACKSON,203357
24,2010,Southwest Oregon,0.01,Lightning,JACKSON,203357
25,2010,Southwest Oregon,0.25,Equipment Use,JACKSON,203357
26,2010,Southwest Oregon,0.01,Recreation,JACKSON,203357
27,2010,Southwest Oregon,0.01,Equipment Use,JACKSON,203357
28,2010,Southwest Oregon,0.5,Lightning,JACKSON,203357
29,2010,Southwest Oregon,0.1,Equipment Use,JACKSON,203357
30,2010,Southwest Oregon,0.25,Lightning,JACKSON,203357
31,2010,Southwest Oregon,0.25,Lightning,JACKSON,203357
32,2010,Southwest Oregon,0.01,Debris Burning,JACKSON,203357
33,2010,Southwest Oregon,0.1,Lightning,JACKSON,203357
34,2010,Southwest Oregon,0.25,Equipment Use,JACKSON,203357
35,2010,Southwest Oregon,0.1,Miscellaneous,JACKSON,203357
36,2010,Southwest Oregon,0.01,Juveniles,JACKSON,203357
37,2010,Southwest Oregon,0.25,Smoking,JACKSON,203357
38,2010,Southwest Oregon,0.01,Debris Burning,JACKSON,203357
39,2010,Southwest Oregon,0.25,Lightning,JACKSON,203357
40,2010,Southwest Oregon,0.01,Lightning,JACKSON,203357
41,2010,Southwest Oregon,0.01,Juveniles,JACKSON,203357
42,2010,Southwest Oregon,321.0,Miscellaneous,JACKSON,203357
43,2010,Southwest Oregon,0.1,Debris Burning,JACKSON,203357
44,2010,Southwest Oregon,0.01,Lightning,JACKSON,203357
45,2010,Southwest Oregon,0.01,Lightning,JACKSON,203357
46,2010,Southwest Oregon,0.25,Lightning,JACKSON,203357
47,2010,Southwest Oregon,0.1,Equipment Use,JACKSON,203357
48,2010,Southwest Oregon,0.25,Lightning,JACKSON,203357
49,2010,Southwest Oregon,2.0,Debris Burning,JACKSON,203357
50,2010,Southwest Oregon,0.25,Lightning,JACKSON,203357
51,2010,Southwest Oregon,0.01,Miscellaneous,JACKSON,203357
52,2010,Southwest Oregon,42.0,Lightning,JACKSON,203357
53,2010,Southwest Oregon,0.01,Equipment Use,JACKSON,203357
54,2010,Southwest Oregon,0.01,Recreation,JACKSON,203357
55,2010,Southwest Oregon,0.01,Smoking,JACKSON,203357
56,2010,Southwest Oregon,0.82,Debris Burning,JACKSON,203357
57,2010,Southwest Oregon,0.01,Debris Burning,JACKSON,203357
58,2010,Southwest Oregon,0.1,Equipment Use,JACKSON,203357
59,2010,Southwest Oregon,0.5,Miscellaneous,JACKSON,203357
60,2010,Southwest Oregon,2.0,Debris Burning,JACKSON,203357
61,2010,Southwest Oregon,0.01,Equipment Use,JACKSON,203357
62,2010,Southwest Oregon,0.01,Lightning,JACKSON,203357
63,2010,Southwest Oregon,0.01,Equipment Use,JACKSON,203357
64,2010,Southwest Oregon,0.01,Lightning,JACKSON,203357
65,2010,Southwest Oregon,0.3,Juveniles,JACKSON,203357
66,2010,Southwest Oregon,0.01,Lightning,JACKSON,203357
67,2010,Southwest Oregon,0.1,Lightning,JACKSON,203357
68,2010,Southwest Oregon,5.7,Equipment Use,JACKSON,203357
69,2010,Southwest Oregon,0.1,Lightning,JACKSON,203357
70,2010,Southwest Oregon,1.5,Lightning,JACKSON,203357
71,2010,Southwest Oregon,0.25,Lightning,JACKSON,203357
72,2010,Southwest Oregon,0.01,Lightning,JACKSON,203357
73,2010,Southwest Oregon,0.01,Equipment Use,JACKSON,203357
74,2010,Southwest Oregon,0.1,Equipment Use,JACKSON,203357
75,2010,Southwest Oregon,11.3,Lightning,JACKSON,203357
76,2010,Southwest Oregon,0.5,Lightning,JACKSON,203357
77,2010,Southwest Oregon,0.1,Debris Burning,JACKSON,203357
78,2010,Southwest Oregon,10.9,Miscellaneous,JACKSON,203357
79,2010,Southwest Oregon,0.1,Lightning,JACKSON,203357
80,2010,Southwest Oregon,0.1,Lightning,JACKSON,203357
81,2010,Southwest Oregon,0.01,Lightning,JACKSON,203357
82,2010,Southwest Oregon,8.0,Recreation,JACKSON,203357
83,2010,Southwest Oregon,0.1,Lightning,JACKSON,203357
84,2010,Southwest Oregon,1.3,Equipment Use,JACKSON,203357
85,2010,Southwest Oregon,0.01,Recreation,JACKSON,203357
86,2010,Southwest Oregon,0.1,Lightning,JACKSON,203357
87,2010,Southwest Oregon,0.01,Lightning,JACKSON,203357
88,2010,Southwest Oregon,3.0,Debris Burning,JACKSON,203357
89,2010,Southwest Oregon,10.0,Debris Burning,JACKSON,203357
90,2010,Southwest Oregon,0.01,Miscellaneous,JACKSON,203357
91,2010,Southwest Oregon,0.01,Lightning,JACKSON,203357
92,2010,Southwest Oregon,0.01,Juveniles,JACKSON,203357
93,2010,Southwest Oregon,0.01,Smoking,JACKSON,203357
94,2010,Southwest Oregon,0.1,Lightning,JACKSON,203357
95,2010,Southwest Oregon,2.5,Lightning,JACKSON,203357
96,2010,Southwest Oregon,0.5,Equipment Use,JACKSON,203357
97,2010,Southwest Oregon,0.1,Lightning,JACKSON,203357
98,2010,Southwest Oregon,0.1,Recreation,JACKSON,203357
99,2010,Southwest Oregon,0.1,Smoking,JACKSON,203357
100,2010,Southwest Oregon,0.01,Recreation,JACKSON,203357
101,2010,Southwest Oregon,0.1,Lightning,JACKSON,203357
102,2010,Southwest Oregon,2.0,Lightning,JACKSON,203357
103,2010,Southwest Oregon,0.1,Lightning,JACKSON,203357
104,2010,Southwest Oregon,0.01,Equipment Use,JACKSON,203357
105,2010,Southwest Oregon,0.1,Debris Burning,JACKSON,203357
106,2010,Southwest Oregon,1.5,Lightning,JACKSON,203357
107,2010,Southwest Oregon,0.25,Lightning,JACKSON,203357
108,2010,Southwest Oregon,0.3,Juveniles,JACKSON,203357
109,2010,Southwest Oregon,15.5,Lightning,JACKSON,203357
110,2010,Southwest Oregon,0.01,Equipment Use,JACKSON,203357
111,2010,Southwest Oregon,0.3,Lightning,JACKSON,203357
112,2010,Southwest Oregon,0.01,Equipment Use,JACKSON,203357
113,2010,Southwest Oregon,0.01,Equipment Use,JACKSON,203357
114,2010,Southwest Oregon,0.5,Lightning,JACKSON,203357
115,2010,Southwest Oregon,0.1,Lightning,JACKSON,203357
116,2010,Southwest Oregon,0.1,Equipment Use,JACKSON,203357
117,2010,Southwest Oregon,0.01,Equipment Use,JACKSON,203357
118,2010,Southwest Oregon,0.01,Equipment Use,JACKSON,203357
119,2010,Southwest Oregon,2.5,Debris Burning,JACKSON,203357
120,2010,Southwest Oregon,0.01,Lightning,JACKSON,203357
121,2010,Southwest Oregon,0.5,Lightning,JACKSON,203357
122,2010,Southwest Oregon,0.01,Lightning,JACKSON,203357
123,2010,Southwest Oregon,0.25,Miscellaneous,JACKSON,203357
124,2010,Southwest Oregon,0.01,Equipment Use,JACKSON,203357
125,2010,Southwest Oregon,0.25,Lightning,JACKSON,203357
126,2010,Southwest Oregon,0.01,Miscellaneous,JACKSON,203357
127,2010,Southwest Oregon,0.01,Equipment Use,JACKSON,203357
128,2010,Southwest Oregon,0.1,Lightning,JACKSON,203357
129,2010,Southwest Oregon,1.6,Lightning,JACKSON,203357
130,2010,Central Oregon,0.05,Lightning,DESCHUTES,157744
131,2010,Central Oregon,0.05,Lightning,DESCHUTES,157744
132,2010,Central Oregon,0.4,Recreation,DESCHUTES,157744
133,2010,Central Oregon,0.1,Lightning,DESCHUTES,157744
134,2010,Central Oregon,0.01,Juveniles,DESCHUTES,157744
135,2010,Central Oregon,0.03,Smoking,DESCHUTES,157744
136,2010,Central Oregon,6037.36,Lightning,DESCHUTES,157744
137,2010,Central Oregon,0.01,Juveniles,DESCHUTES,157744
138,2010,Central Oregon,1.5,Miscellaneous,DESCHUTES,157744
139,2010,Central Oregon,0.7,Recreation,DESCHUTES,157744
140,2010,Central Oregon,0.1,Miscellaneous,DESCHUTES,157744
141,2010,Central Oregon,0.1,Miscellaneous,DESCHUTES,157744
142,2010,Central Oregon,0.15,Miscellaneous,DESCHUTES,157744
143,2010,Central Oregon,1.13,Recreation,DESCHUTES,157744
144,2010,Central Oregon,0.01,Recreation,DESCHUTES,157744
145,2010,Central Oregon,0.01,Debris Burning,DESCHUTES,157744
146,2010,Central Oregon,0.1,Miscellaneous,DESCHUTES,157744
147,2010,Central Oregon,0.1,Debris Burning,DESCHUTES,157744
148,2010,Central Oregon,0.25,Debris Burning,DESCHUTES,157744
149,2010,Central Oregon,0.1,Lightning,DESCHUTES,157744
150,2010,Central Oregon,0.65,Lightning,DESCHUTES,157744
151,2010,Central Oregon,0.05,Equipment Use,DESCHUTES,157744
152,2010,Central Oregon,0.01,Recreation,DESCHUTES,157744
153,2010,Central Oregon,0.15,Lightning,DESCHUTES,157744
154,2010,Central Oregon,1.9,Equipment Use,DESCHUTES,157744
155,2010,Central Oregon,0.2,Debris Burning,DESCHUTES,157744
156,2010,Walker Range - WRFPA,0.25,Lightning,KLAMATH,66323
157,2010,Klamath-Lake,0.01,Recreation,KLAMATH,66323
158,2010,Klamath-Lake,19.2,Lightning,KLAMATH,66323
159,2010,Klamath-Lake,0.05,Lightning,KLAMATH,66323
160,2010,Walker Range - WRFPA,0.1,Lightning,KLAMATH,66323
161,2010,Klamath-Lake,0.1,Equipment Use,KLAMATH,66323
162,2010,Klamath-Lake,0.01,Recreation,KLAMATH,66323
163,2010,Klamath-Lake,0.01,Recreation,KLAMATH,66323
164,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
165,2010,Walker Range - WRFPA,0.0,Miscellaneous,KLAMATH,66323
166,2010,Walker Range - WRFPA,0.1,Debris Burning,KLAMATH,66323
167,2010,Klamath-Lake,0.25,Debris Burning,KLAMATH,66323
168,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
169,2010,Klamath-Lake,0.25,Lightning,KLAMATH,66323
170,2010,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,66323
171,2010,Klamath-Lake,0.75,Debris Burning,KLAMATH,66323
172,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
173,2010,Walker Range - WRFPA,0.1,Miscellaneous,KLAMATH,66323
174,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
175,2010,Klamath-Lake,3.44,Smoking,KLAMATH,66323
176,2010,Klamath-Lake,0.01,Recreation,KLAMATH,66323
177,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
178,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
179,2010,Klamath-Lake,3.6,Lightning,KLAMATH,66323
180,2010,Klamath-Lake,0.01,Debris Burning,KLAMATH,66323
181,2010,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,66323
182,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
183,2010,Walker Range - WRFPA,0.2,Lightning,KLAMATH,66323
184,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
185,2010,Klamath-Lake,4.0,Equipment Use,KLAMATH,66323
186,2010,Klamath-Lake,0.01,Recreation,KLAMATH,66323
187,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
188,2010,Walker Range - WRFPA,0.01,Debris Burning,KLAMATH,66323
189,2010,Klamath-Lake,4.0,Miscellaneous,KLAMATH,66323
190,2010,Klamath-Lake,0.2,Equipment Use,KLAMATH,66323
191,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
192,2010,Klamath-Lake,0.01,Smoking,KLAMATH,66323
193,2010,Walker Range - WRFPA,0.1,Miscellaneous,KLAMATH,66323
194,2010,Klamath-Lake,0.5,Lightning,KLAMATH,66323
195,2010,Walker Range - WRFPA,0.1,Recreation,KLAMATH,66323
196,2010,Klamath-Lake,0.1,Miscellaneous,KLAMATH,66323
197,2010,Klamath-Lake,0.25,Lightning,KLAMATH,66323
198,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
199,2010,Klamath-Lake,0.25,Lightning,KLAMATH,66323
200,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
201,2010,Klamath-Lake,0.01,Debris Burning,KLAMATH,66323
202,2010,Klamath-Lake,2.0,Miscellaneous,KLAMATH,66323
203,2010,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,66323
204,2010,Walker Range - WRFPA,0.2,Miscellaneous,KLAMATH,66323
205,2010,Klamath-Lake,0.2,Debris Burning,KLAMATH,66323
206,2010,Klamath-Lake,0.01,Recreation,KLAMATH,66323
207,2010,Klamath-Lake,3.6,Debris Burning,KLAMATH,66323
208,2010,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,66323
209,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
210,2010,Klamath-Lake,0.01,Lightning,KLAMATH,66323
211,2010,Klamath-Lake,0.25,Lightning,KLAMATH,66323
212,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
213,2010,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,66323
214,2010,Walker Range - WRFPA,0.01,Lightning,KLAMATH,66323
215,2010,Klamath-Lake,0.1,Debris Burning,KLAMATH,66323
216,2010,Klamath-Lake,0.2,Debris Burning,KLAMATH,66323
217,2010,Walker Range - WRFPA,4.0,Debris Burning,KLAMATH,66323
218,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
219,2010,Klamath-Lake,0.5,Lightning,KLAMATH,66323
220,2010,Klamath-Lake,0.01,Recreation,KLAMATH,66323
221,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
222,2010,Walker Range - WRFPA,0.1,Lightning,KLAMATH,66323
223,2010,Walker Range - WRFPA,0.0,Smoking,KLAMATH,66323
224,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
225,2010,Klamath-Lake,0.05,Debris Burning,KLAMATH,66323
226,2010,Klamath-Lake,0.3,Lightning,KLAMATH,66323
227,2010,Klamath-Lake,0.09,Equipment Use,KLAMATH,66323
228,2010,Klamath-Lake,0.01,Equipment Use,KLAMATH,66323
229,2010,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,66323
230,2010,Klamath-Lake,0.01,Recreation,KLAMATH,66323
231,2010,Walker Range - WRFPA,0.01,Recreation,KLAMATH,66323
232,2010,Walker Range - WRFPA,0.01,Miscellaneous,KLAMATH,66323
233,2010,Klamath-Lake,5.86,Equipment Use,KLAMATH,66323
234,2010,Klamath-Lake,0.01,Lightning,KLAMATH,66323
235,2010,Klamath-Lake,0.1,Miscellaneous,KLAMATH,66323
236,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
237,2010,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,66323
238,2010,Walker Range - WRFPA,0.1,Lightning,KLAMATH,66323
239,2010,Klamath-Lake,0.58,Equipment Use,KLAMATH,66323
240,2010,Klamath-Lake,0.2,Miscellaneous,KLAMATH,66323
241,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
242,2010,Klamath-Lake,0.25,Miscellaneous,KLAMATH,66323
243,2010,Klamath-Lake,0.01,Debris Burning,KLAMATH,66323
244,2010,Klamath-Lake,0.01,Recreation,KLAMATH,66323
245,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
246,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
247,2010,Walker Range - WRFPA,0.0,Smoking,KLAMATH,66323
248,2010,Walker Range - WRFPA,0.01,Arson,KLAMATH,66323
249,2010,Klamath-Lake,0.1,Recreation,KLAMATH,66323
250,2010,Klamath-Lake,0.01,Miscellaneous,KLAMATH,66323
251,2010,Walker Range - WRFPA,0.5,Lightning,KLAMATH,66323
252,2010,Klamath-Lake,0.1,Debris Burning,KLAMATH,66323
253,2010,Walker Range - WRFPA,0.25,Miscellaneous,KLAMATH,66323
254,2010,Klamath-Lake,0.01,Recreation,KLAMATH,66323
255,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
256,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
257,2010,Klamath-Lake,0.01,Recreation,KLAMATH,66323
258,2010,Klamath-Lake,0.25,Lightning,KLAMATH,66323
259,2010,Klamath-Lake,0.36,Equipment Use,KLAMATH,66323
260,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
261,2010,Walker Range - WRFPA,0.1,Equipment Use,KLAMATH,66323
262,2010,Walker Range - WRFPA,0.0,Equipment Use,KLAMATH,66323
263,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
264,2010,Klamath-Lake,0.1,Lightning,KLAMATH,66323
265,2010,Klamath-Lake,0.01,Lightning,KLAMATH,66323
266,2011,North Cascade,5.0,Arson,LINN,118175
267,2011,South Cascade,0.1,Debris Burning,LINN,118175
268,2011,South Cascade,0.01,Debris Burning,LINN,118175
269,2011,South Cascade,0.01,Equipment Use,LINN,118175
270,2011,South Cascade,0.1,Recreation,LINN,118175
271,2011,South Cascade,0.01,Equipment Use,LINN,118175
272,2011,South Cascade,0.01,Equipment Use,LINN,118175
273,2011,South Cascade,0.01,Recreation,LINN,118175
274,2011,North Cascade,0.1,Debris Burning,LINN,118175
275,2011,South Cascade,0.03,Arson,LINN,118175
276,2011,North Cascade,0.01,Lightning,LINN,118175
277,2011,South Cascade,0.25,Debris Burning,LINN,118175
278,2011,South Cascade,0.01,Debris Burning,LINN,118175
279,2011,South Cascade,0.25,Lightning,LINN,118175
280,2011,South Cascade,0.1,Miscellaneous,LINN,118175
281,2011,North Cascade,0.4,Lightning,LINN,118175
282,2011,North Cascade,0.2,Lightning,LINN,118175
283,2011,South Cascade,0.01,Equipment Use,LINN,118175
284,2011,South Cascade,0.1,Equipment Use,LINN,118175
285,2011,South Cascade,0.01,Recreation,LINN,118175
286,2013,Astoria,0.13,Smoking,CLATSOP,37143
287,2013,Astoria,0.01,Miscellaneous,CLATSOP,37143
288,2013,Astoria,1.2,Equipment Use,CLATSOP,37143
289,2013,Astoria,0.01,Equipment Use,CLATSOP,37143
290,2013,Forest Grove,18.0,Debris Burning,CLATSOP,37143
291,2013,Astoria,0.47,Debris Burning,CLATSOP,37143
292,2013,Astoria,0.01,Miscellaneous,CLATSOP,37143
293,2013,Astoria,0.01,Miscellaneous,CLATSOP,37143
294,2013,Astoria,0.01,Recreation,CLATSOP,37143
295,2013,Astoria,0.01,Lightning,CLATSOP,37143
296,2013,Astoria,0.01,Recreation,CLATSOP,37143
297,2013,Astoria,0.01,Recreation,CLATSOP,37143
298,2013,Astoria,0.2,Miscellaneous,CLATSOP,37143
299,2013,Astoria,0.01,Debris Burning,CLATSOP,37143
300,2013,Astoria,0.02,Debris Burning,CLATSOP,37143
301,2013,Central Oregon,,Recreation,DESCHUTES,165385
302,2013,Central Oregon,10.6,Lightning,DESCHUTES,165385
303,2013,Central Oregon,0.01,Lightning,DESCHUTES,165385
304,2013,Central Oregon,0.5,Debris Burning,DESCHUTES,165385
305,2013,Central Oregon,0.01,Lightning,DESCHUTES,165385
306,2013,Central Oregon,0.01,Debris Burning,DESCHUTES,165385
307,2013,Central Oregon,0.01,Miscellaneous,DESCHUTES,165385
308,2013,Central Oregon,0.31,Recreation,DESCHUTES,165385
309,2013,Central Oregon,0.3,Recreation,DESCHUTES,165385
310,2013,Central Oregon,0.01,Recreation,DESCHUTES,165385
311,2013,Central Oregon,0.05,Debris Burning,DESCHUTES,165385
312,2013,Central Oregon,0.01,Recreation,DESCHUTES,165385
313,2013,Central Oregon,0.2,Equipment Use,DESCHUTES,165385
314,2013,Central Oregon,0.4,Debris Burning,DESCHUTES,165385
315,2013,Central Oregon,0.15,Lightning,DESCHUTES,165385
316,2013,Central Oregon,0.06,Lightning,DESCHUTES,165385
317,2013,Central Oregon,0.1,Equipment Use,DESCHUTES,165385
318,2013,Central Oregon,0.01,Miscellaneous,DESCHUTES,165385
319,2013,Central Oregon,0.05,Recreation,DESCHUTES,165385
320,2013,Central Oregon,0.5,Equipment Use,DESCHUTES,165385
321,2013,Central Oregon,168.0,Equipment Use,DESCHUTES,165385
322,2013,Central Oregon,0.1,Lightning,DESCHUTES,165385
323,2013,Central Oregon,5.0,Under Invest,DESCHUTES,165385
324,2013,Central Oregon,0.31,Under Invest,DESCHUTES,165385
325,2013,Central Oregon,0.01,Smoking,DESCHUTES,165385
326,2013,Central Oregon,0.01,Recreation,DESCHUTES,165385
327,2013,Central Oregon,0.03,Miscellaneous,DESCHUTES,165385
328,2013,Central Oregon,2.0,Miscellaneous,DESCHUTES,165385
329,2013,Central Oregon,0.01,Lightning,DESCHUTES,165385
330,2013,Central Oregon,0.2,Debris Burning,DESCHUTES,165385
331,2013,Central Oregon,0.1,Equipment Use,DESCHUTES,165385
332,2013,Central Oregon,0.8,Miscellaneous,DESCHUTES,165385
333,2013,Central Oregon,0.2,Recreation,DESCHUTES,165385
334,2013,Central Oregon,0.01,Miscellaneous,DESCHUTES,165385
335,2014,Forest Grove,0.1,Debris Burning,COLUMBIA,49513
336,2014,Forest Grove,0.01,Recreation,COLUMBIA,49513
337,2014,Forest Grove,2.5,Recreation,COLUMBIA,49513
338,2014,Forest Grove,0.01,Recreation,COLUMBIA,49513
339,2014,Forest Grove,0.01,Lightning,COLUMBIA,49513
340,2014,Forest Grove,1.5,Smoking,COLUMBIA,49513
341,2014,Forest Grove,0.01,Miscellaneous,COLUMBIA,49513
342,2014,Forest Grove,0.02,Equipment Use,COLUMBIA,49513
343,2014,Forest Grove,1.0,Recreation,COLUMBIA,49513
344,2014,Forest Grove,0.01,Debris Burning,COLUMBIA,49513
345,2014,Forest Grove,0.5,Debris Burning,COLUMBIA,49513
346,2014,Forest Grove,0.1,Debris Burning,COLUMBIA,49513
347,2014,Forest Grove,0.06,Miscellaneous,COLUMBIA,49513
348,2014,Forest Grove,0.02,Smoking,COLUMBIA,49513
349,2014,Forest Grove,0.75,Miscellaneous,COLUMBIA,49513
350,2014,Forest Grove,1.5,Miscellaneous,COLUMBIA,49513
351,2014,North Cascade,5521.0,Recreation,CLACKAMAS,393544
352,2014,North Cascade,0.1,Equipment Use,CLACKAMAS,393544
353,2014,North Cascade,0.01,Recreation,CLACKAMAS,393544
354,2014,North Cascade,0.15,Juveniles,CLACKAMAS,393544
355,2014,North Cascade,0.01,Arson,CLACKAMAS,393544
356,2014,North Cascade,0.1,Debris Burning,CLACKAMAS,393544
357,2014,North Cascade,0.1,Equipment Use,CLACKAMAS,393544
358,2014,North Cascade,2.0,Debris Burning,CLACKAMAS,393544
359,2014,North Cascade,0.25,Debris Burning,CLACKAMAS,393544
360,2014,North Cascade,0.02,Equipment Use,CLACKAMAS,393544
361,2014,North Cascade,5.0,Equipment Use,CLACKAMAS,393544
362,2014,North Cascade,0.02,Recreation,CLACKAMAS,393544
363,2014,North Cascade,0.02,Miscellaneous,CLACKAMAS,393544
364,2014,North Cascade,0.05,Equipment Use,CLACKAMAS,393544
365,2014,North Cascade,0.01,Recreation,CLACKAMAS,393544
366,2014,North Cascade,0.01,Recreation,CLACKAMAS,393544
367,2014,North Cascade,2.75,Equipment Use,CLACKAMAS,393544
368,2014,North Cascade,0.25,Equipment Use,CLACKAMAS,393544
369,2014,North Cascade,0.01,Equipment Use,CLACKAMAS,393544
370,2014,North Cascade,0.1,Miscellaneous,CLACKAMAS,393544
371,2014,North Cascade,0.01,Arson,CLACKAMAS,393544
372,2014,North Cascade,0.01,Recreation,CLACKAMAS,393544
373,2014,North Cascade,1.0,Debris Burning,CLACKAMAS,393544
374,2014,North Cascade,0.02,Debris Burning,CLACKAMAS,393544
375,2014,North Cascade,0.01,Recreation,CLACKAMAS,393544
376,2014,North Cascade,0.1,Debris Burning,CLACKAMAS,393544
377,2014,North Cascade,0.01,Miscellaneous,CLACKAMAS,393544
378,2014,North Cascade,0.02,Arson,CLACKAMAS,393544
379,2014,North Cascade,0.1,Equipment Use,CLACKAMAS,393544
380,2014,North Cascade,0.25,Equipment Use,CLACKAMAS,393544
381,2014,North Cascade,0.02,Debris Burning,CLACKAMAS,393544
382,2014,North Cascade,0.01,Equipment Use,CLACKAMAS,393544
383,2014,North Cascade,0.01,Recreation,CLACKAMAS,393544
384,2014,Douglas - DFPA,0.25,Lightning,DOUGLAS,106769
385,2014,Douglas - DFPA,0.33,Lightning,DOUGLAS,106769
386,2014,Douglas - DFPA,0.01,Miscellaneous,DOUGLAS,106769
387,2014,Douglas - DFPA,0.01,Lightning,DOUGLAS,106769
388,2014,Douglas - DFPA,0.01,Lightning,DOUGLAS,106769
389,2014,Douglas - DFPA,1.5,Miscellaneous,DOUGLAS,106769
390,2014,Douglas - DFPA,0.25,Equipment Use,DOUGLAS,106769
391,2014,Douglas - DFPA,0.01,Equipment Use,DOUGLAS,106769
392,2014,Douglas - DFPA,0.25,Lightning,DOUGLAS,106769
393,2014,Douglas - DFPA,0.5,Equipment Use,DOUGLAS,106769
394,2014,Douglas - DFPA,0.01,Equipment Use,DOUGLAS,106769
395,2014,Douglas - DFPA,0.25,Equipment Use,DOUGLAS,106769
396,2014,Douglas - DFPA,0.01,Lightning,DOUGLAS,106769
397,2014,Douglas - DFPA,0.01,Equipment Use,DOUGLAS,106769
398,2014,Douglas - DFPA,1.0,Recreation,DOUGLAS,106769
399,2014,Douglas - DFPA,0.1,Lightning,DOUGLAS,106769
400,2014,Douglas - DFPA,0.01,Miscellaneous,DOUGLAS,106769
401,2014,Douglas - DFPA,0.1,Recreation,DOUGLAS,106769
402,2014,Douglas - DFPA,0.5,Lightning,DOUGLAS,106769
403,2014,Douglas - DFPA,0.1,Lightning,DOUGLAS,106769
404,2014,Douglas - DFPA,2.0,Equipment Use,DOUGLAS,106769
405,2014,Douglas - DFPA,0.1,Equipment Use,DOUGLAS,106769
406,2014,Douglas - DFPA,1.0,Equipment Use,DOUGLAS,106769
407,2014,Douglas - DFPA,53.4,Equipment Use,DOUGLAS,106769
408,2014,Douglas - DFPA,0.25,Equipment Use,DOUGLAS,106769
409,2014,Douglas - DFPA,1.0,Smoking,DOUGLAS,106769
410,2014,Douglas - DFPA,0.01,Lightning,DOUGLAS,106769
411,2014,Douglas - DFPA,0.1,Recreation,DOUGLAS,106769
412,2014,Douglas - DFPA,0.33,Lightning,DOUGLAS,106769
413,2014,Douglas - DFPA,0.01,Juveniles,DOUGLAS,106769
414,2014,Douglas - DFPA,0.01,Lightning,DOUGLAS,106769
415,2014,Western Lane,0.0,Equipment Use,DOUGLAS,106769
416,2014,Douglas - DFPA,0.1,Equipment Use,DOUGLAS,106769
417,2014,Douglas - DFPA,0.25,Debris Burning,DOUGLAS,106769
