,Year,DistrictName,EstTotalAcres,GeneralCause,County,Population_Estimate
5022,2015,Forest Grove,1.3,Miscellaneous,COLUMBIA,49671
5023,2015,Forest Grove,0.01,Debris Burning,COLUMBIA,49671
5024,2015,Forest Grove,0.01,Miscellaneous,COLUMBIA,49671
5025,2015,Forest Grove,0.1,Recreation,COLUMBIA,49671
5026,2015,Forest Grove,0.02,Debris Burning,COLUMBIA,49671
5027,2015,Forest Grove,0.01,Debris Burning,COLUMBIA,49671
5028,2015,Forest Grove,0.01,Recreation,COLUMBIA,49671
5029,2015,Forest Grove,67.0,Recreation,COLUMBIA,49671
5030,2015,Forest Grove,0.02,Miscellaneous,COLUMBIA,49671
5031,2015,Forest Grove,0.01,Miscellaneous,COLUMBIA,49671
5032,2011,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,66322
5033,2011,Klamath-Lake,0.01,Arson,KLAMATH,66322
5034,2011,Klamath-Lake,12.1,Debris Burning,KLAMATH,66322
5035,2011,Klamath-Lake,0.1,Debris Burning,KLAMATH,66322
5036,2011,Klamath-Lake,0.1,Lightning,KLAMATH,66322
5037,2011,Klamath-Lake,0.01,Miscellaneous,KLAMATH,66322
5038,2011,Klamath-Lake,0.01,Recreation,KLAMATH,66322
5039,2011,Walker Range - WRFPA,0.1,Lightning,KLAMATH,66322
5040,2011,Walker Range - WRFPA,0.25,Equipment Use,KLAMATH,66322
5041,2011,Klamath-Lake,0.1,Lightning,KLAMATH,66322
5042,2011,Klamath-Lake,0.1,Equipment Use,KLAMATH,66322
5043,2011,Klamath-Lake,0.25,Equipment Use,KLAMATH,66322
5044,2011,Klamath-Lake,0.1,Lightning,KLAMATH,66322
5045,2011,Klamath-Lake,0.4,Lightning,KLAMATH,66322
5046,2011,Klamath-Lake,0.2,Miscellaneous,KLAMATH,66322
5047,2011,Walker Range - WRFPA,0.5,Recreation,KLAMATH,66322
5048,2011,Walker Range - WRFPA,1.25,Lightning,KLAMATH,66322
5049,2011,Klamath-Lake,0.25,Lightning,KLAMATH,66322
5050,2011,Walker Range - WRFPA,0.1,Lightning,KLAMATH,66322
5051,2011,Klamath-Lake,0.01,Miscellaneous,KLAMATH,66322
5052,2011,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,66322
5053,2011,Klamath-Lake,0.01,Miscellaneous,KLAMATH,66322
5054,2011,Walker Range - WRFPA,0.1,Lightning,KLAMATH,66322
5055,2011,Klamath-Lake,44.0,Lightning,KLAMATH,66322
5056,2011,Klamath-Lake,0.3,Equipment Use,KLAMATH,66322
5057,2011,Klamath-Lake,0.25,Lightning,KLAMATH,66322
5058,2011,Klamath-Lake,0.1,Lightning,KLAMATH,66322
5059,2011,Klamath-Lake,0.1,Recreation,KLAMATH,66322
5060,2011,Walker Range - WRFPA,0.01,Debris Burning,KLAMATH,66322
5061,2011,Klamath-Lake,0.1,Debris Burning,KLAMATH,66322
5062,2011,Klamath-Lake,0.01,Lightning,KLAMATH,66322
5063,2011,Walker Range - WRFPA,0.0,Smoking,KLAMATH,66322
5064,2011,Klamath-Lake,0.1,Miscellaneous,KLAMATH,66322
5065,2011,Klamath-Lake,0.01,Lightning,KLAMATH,66322
5066,2011,Walker Range - WRFPA,0.1,Lightning,KLAMATH,66322
5067,2011,Klamath-Lake,0.1,Recreation,KLAMATH,66322
5068,2011,Klamath-Lake,0.5,Lightning,KLAMATH,66322
5069,2011,Klamath-Lake,0.1,Arson,KLAMATH,66322
5070,2011,Walker Range - WRFPA,0.25,Debris Burning,KLAMATH,66322
5071,2011,Klamath-Lake,0.1,Lightning,KLAMATH,66322
5072,2011,Klamath-Lake,0.1,Smoking,KLAMATH,66322
5073,2011,Walker Range - WRFPA,0.5,Lightning,KLAMATH,66322
5074,2011,Klamath-Lake,0.1,Lightning,KLAMATH,66322
5075,2011,Walker Range - WRFPA,0.1,Lightning,KLAMATH,66322
5076,2011,Klamath-Lake,0.1,Equipment Use,KLAMATH,66322
5077,2011,Walker Range - WRFPA,0.01,Debris Burning,KLAMATH,66322
5078,2011,Klamath-Lake,0.5,Debris Burning,KLAMATH,66322
5079,2011,Klamath-Lake,0.1,Debris Burning,KLAMATH,66322
5080,2011,Walker Range - WRFPA,,Debris Burning,KLAMATH,66322
5081,2011,Klamath-Lake,0.1,Miscellaneous,KLAMATH,66322
5082,2011,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,66322
5083,2011,Klamath-Lake,0.75,Debris Burning,KLAMATH,66322
5084,2011,Klamath-Lake,0.07,Recreation,KLAMATH,66322
5085,2011,Walker Range - WRFPA,0.25,Lightning,KLAMATH,66322
5086,2011,Klamath-Lake,0.2,Arson,KLAMATH,66322
5087,2011,Klamath-Lake,0.1,Arson,KLAMATH,66322
5088,2011,Klamath-Lake,5.0,Debris Burning,KLAMATH,66322
5089,2011,Klamath-Lake,0.1,Lightning,KLAMATH,66322
5090,2011,Klamath-Lake,0.01,Arson,KLAMATH,66322
5091,2011,Klamath-Lake,0.5,Arson,KLAMATH,66322
5092,2011,Klamath-Lake,1.8,Miscellaneous,KLAMATH,66322
5093,2011,Klamath-Lake,0.1,Lightning,KLAMATH,66322
5094,2011,Walker Range - WRFPA,0.1,Lightning,KLAMATH,66322
5095,2011,Klamath-Lake,0.1,Miscellaneous,KLAMATH,66322
5096,2011,Klamath-Lake,0.5,Miscellaneous,KLAMATH,66322
5097,2011,Klamath-Lake,0.25,Miscellaneous,KLAMATH,66322
5098,2011,Walker Range - WRFPA,0.1,Arson,KLAMATH,66322
5099,2011,Walker Range - WRFPA,0.01,Lightning,KLAMATH,66322
5100,2011,Klamath-Lake,0.01,Equipment Use,KLAMATH,66322
5101,2016,Walker Range - WRFPA,0.25,Arson,KLAMATH,66287
5102,2016,Klamath-Lake,0.1,Lightning,KLAMATH,66287
5103,2016,Klamath-Lake,0.1,Miscellaneous,KLAMATH,66287
5104,2016,Klamath-Lake,3.0,Debris Burning,KLAMATH,66287
5105,2016,Walker Range - WRFPA,0.1,Lightning,KLAMATH,66287
5106,2016,Klamath-Lake,0.76,Debris Burning,KLAMATH,66287
5107,2016,Klamath-Lake,0.7,Debris Burning,KLAMATH,66287
5108,2016,Klamath-Lake,0.1,Recreation,KLAMATH,66287
5109,2016,Klamath-Lake,0.1,Debris Burning,KLAMATH,66287
5110,2016,Klamath-Lake,0.44,Recreation,KLAMATH,66287
5111,2016,Walker Range - WRFPA,0.63,Debris Burning,KLAMATH,66287
5112,2016,Klamath-Lake,1.5,Arson,KLAMATH,66287
5113,2016,Klamath-Lake,0.1,Lightning,KLAMATH,66287
5114,2016,Klamath-Lake,0.5,Miscellaneous,KLAMATH,66287
5115,2016,Klamath-Lake,0.1,Lightning,KLAMATH,66287
5116,2016,Klamath-Lake,0.1,Lightning,KLAMATH,66287
5117,2016,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,66287
5118,2016,Klamath-Lake,0.1,Recreation,KLAMATH,66287
5119,2016,Klamath-Lake,0.1,Debris Burning,KLAMATH,66287
5120,2016,Klamath-Lake,0.1,Miscellaneous,KLAMATH,66287
5121,2016,Klamath-Lake,0.1,Lightning,KLAMATH,66287
5122,2016,Klamath-Lake,0.1,Lightning,KLAMATH,66287
5123,2016,Klamath-Lake,0.1,Arson,KLAMATH,66287
5124,2016,Klamath-Lake,0.1,Lightning,KLAMATH,66287
5125,2016,Klamath-Lake,0.25,Under Invest,KLAMATH,66287
5126,2016,Walker Range - WRFPA,0.1,Smoking,KLAMATH,66287
5127,2016,Klamath-Lake,0.1,Equipment Use,KLAMATH,66287
5128,2016,Klamath-Lake,0.1,Recreation,KLAMATH,66287
5129,2016,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,66287
5130,2016,Klamath-Lake,0.1,Under Invest,KLAMATH,66287
5131,2016,Klamath-Lake,0.2,Recreation,KLAMATH,66287
5132,2016,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,66287
5133,2016,Klamath-Lake,0.5,Debris Burning,KLAMATH,66287
5134,2016,Klamath-Lake,0.25,Under Invest,KLAMATH,66287
5135,2016,Klamath-Lake,0.1,Lightning,KLAMATH,66287
5136,2016,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,66287
5137,2016,Klamath-Lake,0.1,Lightning,KLAMATH,66287
5138,2016,Walker Range - WRFPA,0.66,Lightning,KLAMATH,66287
5139,2016,Klamath-Lake,8.08,Equipment Use,KLAMATH,66287
5140,2016,Klamath-Lake,0.1,Debris Burning,KLAMATH,66287
5141,2016,Klamath-Lake,0.1,Lightning,KLAMATH,66287
5142,2016,Klamath-Lake,0.1,Under Invest,KLAMATH,66287
5143,2016,Klamath-Lake,0.1,Recreation,KLAMATH,66287
5144,2016,Klamath-Lake,0.25,Equipment Use,KLAMATH,66287
5145,2016,Klamath-Lake,0.1,Recreation,KLAMATH,66287
5146,2016,Klamath-Lake,0.29,Miscellaneous,KLAMATH,66287
5147,2016,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,66287
5148,2016,Klamath-Lake,0.1,Smoking,KLAMATH,66287
5149,2016,Klamath-Lake,0.15,Juveniles,KLAMATH,66287
5150,2016,Klamath-Lake,0.1,Debris Burning,KLAMATH,66287
5151,2016,Walker Range - WRFPA,0.0,Smoking,KLAMATH,66287
5152,2016,Klamath-Lake,0.1,Lightning,KLAMATH,66287
5153,2016,Klamath-Lake,0.2,Debris Burning,KLAMATH,66287
5154,2016,Klamath-Lake,3.5,Debris Burning,KLAMATH,66287
5155,2016,Klamath-Lake,0.53,Debris Burning,KLAMATH,66287
5156,2016,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,66287
5157,2016,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,66287
5158,2016,Klamath-Lake,0.1,Under Invest,KLAMATH,66287
5159,2016,Klamath-Lake,0.25,Debris Burning,KLAMATH,66287
5160,2016,Klamath-Lake,0.1,Recreation,KLAMATH,66287
5161,2016,Klamath-Lake,0.1,Miscellaneous,KLAMATH,66287
5162,2016,Walker Range - WRFPA,0.2,Lightning,KLAMATH,66287
5163,2016,Klamath-Lake,0.1,Lightning,KLAMATH,66287
5164,2016,Klamath-Lake,0.1,Recreation,KLAMATH,66287
5165,2016,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,66287
5166,2016,Klamath-Lake,0.1,Debris Burning,KLAMATH,66287
5167,2016,Klamath-Lake,9.7,Miscellaneous,KLAMATH,66287
5168,2016,Klamath-Lake,0.1,Under Invest,KLAMATH,66287
5169,2016,Klamath-Lake,0.1,Lightning,KLAMATH,66287
5170,2016,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,66287
5171,2016,Klamath-Lake,0.1,Under Invest,KLAMATH,66287
5172,2016,Klamath-Lake,3.35,Lightning,KLAMATH,66287
5173,2016,Klamath-Lake,0.1,Miscellaneous,KLAMATH,66287
5174,2016,Klamath-Lake,0.1,Recreation,KLAMATH,66287
5175,2012,South Cascade,2.0,Recreation,LINN,118293
5176,2012,South Cascade,1.15,Miscellaneous,LINN,118293
5177,2012,South Cascade,0.01,Recreation,LINN,118293
5178,2012,South Cascade,0.1,Recreation,LINN,118293
5179,2012,South Cascade,16.5,Debris Burning,LINN,118293
5180,2012,South Cascade,0.0,Equipment Use,LINN,118293
5181,2012,South Cascade,0.01,Debris Burning,LINN,118293
5182,2012,North Cascade,0.01,Arson,LINN,118293
5183,2012,South Cascade,0.4,Equipment Use,LINN,118293
5184,2012,South Cascade,0.01,Recreation,LINN,118293
5185,2011,Forest Grove,0.01,Miscellaneous,WASHINGTON,541041
5186,2011,Forest Grove,0.05,Recreation,WASHINGTON,541041
5187,2011,Forest Grove,1.2,Recreation,WASHINGTON,541041
5188,2011,Forest Grove,0.01,Debris Burning,WASHINGTON,541041
5189,2011,Forest Grove,0.02,Debris Burning,WASHINGTON,541041
5190,2011,Forest Grove,0.01,Equipment Use,WASHINGTON,541041
5191,2015,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,65742
5192,2015,Klamath-Lake,0.56,Under Invest,KLAMATH,65742
5193,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5194,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5195,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5196,2015,Klamath-Lake,0.1,Equipment Use,KLAMATH,65742
5197,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5198,2015,Klamath-Lake,1.4,Debris Burning,KLAMATH,65742
5199,2015,Klamath-Lake,0.1,Under Invest,KLAMATH,65742
5200,2015,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,65742
5201,2015,Klamath-Lake,0.1,Debris Burning,KLAMATH,65742
5202,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5203,2015,Walker Range - WRFPA,0.01,Lightning,KLAMATH,65742
5204,2015,Klamath-Lake,0.1,Recreation,KLAMATH,65742
5205,2015,Klamath-Lake,0.1,Debris Burning,KLAMATH,65742
5206,2015,Klamath-Lake,0.1,Recreation,KLAMATH,65742
5207,2015,Klamath-Lake,0.1,Recreation,KLAMATH,65742
5208,2015,Walker Range - WRFPA,0.1,Debris Burning,KLAMATH,65742
5209,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5210,2015,Klamath-Lake,1.86,Miscellaneous,KLAMATH,65742
5211,2015,Klamath-Lake,0.1,Recreation,KLAMATH,65742
5212,2015,Klamath-Lake,1.33,Debris Burning,KLAMATH,65742
5213,2015,Klamath-Lake,2.6,Under Invest,KLAMATH,65742
5214,2015,Klamath-Lake,0.1,Equipment Use,KLAMATH,65742
5215,2015,Klamath-Lake,0.1,Arson,KLAMATH,65742
5216,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5217,2015,Klamath-Lake,0.13,Lightning,KLAMATH,65742
5218,2015,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,65742
5219,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5220,2015,Klamath-Lake,0.1,Smoking,KLAMATH,65742
5221,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5222,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5223,2015,Klamath-Lake,1.0,Lightning,KLAMATH,65742
5224,2015,Klamath-Lake,0.1,Equipment Use,KLAMATH,65742
5225,2015,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,65742
5226,2015,Klamath-Lake,0.1,Recreation,KLAMATH,65742
5227,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5228,2015,Walker Range - WRFPA,0.01,Lightning,KLAMATH,65742
5229,2015,Klamath-Lake,0.1,Arson,KLAMATH,65742
5230,2015,Klamath-Lake,0.25,Debris Burning,KLAMATH,65742
5231,2015,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,65742
5232,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5233,2015,Klamath-Lake,0.1,Recreation,KLAMATH,65742
5234,2015,Klamath-Lake,0.1,Miscellaneous,KLAMATH,65742
5235,2015,Walker Range - WRFPA,0.01,Debris Burning,KLAMATH,65742
5236,2015,Klamath-Lake,0.98,Lightning,KLAMATH,65742
5237,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5238,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5239,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5240,2015,Klamath-Lake,0.1,Under Invest,KLAMATH,65742
5241,2015,Walker Range - WRFPA,0.35,Lightning,KLAMATH,65742
5242,2015,Walker Range - WRFPA,0.01,Debris Burning,KLAMATH,65742
5243,2015,Klamath-Lake,0.1,Equipment Use,KLAMATH,65742
5244,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5245,2015,Klamath-Lake,1.85,Recreation,KLAMATH,65742
5246,2015,Klamath-Lake,0.2,Recreation,KLAMATH,65742
5247,2015,Walker Range - WRFPA,0.0,Miscellaneous,KLAMATH,65742
5248,2015,Walker Range - WRFPA,0.0,Miscellaneous,KLAMATH,65742
5249,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5250,2015,Walker Range - WRFPA,0.25,Lightning,KLAMATH,65742
5251,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5252,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5253,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5254,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5255,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5256,2015,Walker Range - WRFPA,0.0,Debris Burning,KLAMATH,65742
5257,2015,Klamath-Lake,0.25,Debris Burning,KLAMATH,65742
5258,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5259,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5260,2015,Klamath-Lake,0.1,Debris Burning,KLAMATH,65742
5261,2015,Klamath-Lake,0.1,Arson,KLAMATH,65742
5262,2015,Walker Range - WRFPA,,Debris Burning,KLAMATH,65742
5263,2015,Klamath-Lake,0.5,Equipment Use,KLAMATH,65742
5264,2015,Klamath-Lake,3.2,Under Invest,KLAMATH,65742
5265,2015,Klamath-Lake,0.1,Juveniles,KLAMATH,65742
5266,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5267,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5268,2015,Walker Range - WRFPA,0.0,Miscellaneous,KLAMATH,65742
5269,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5270,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5271,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5272,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5273,2015,Walker Range - WRFPA,0.0,Smoking,KLAMATH,65742
5274,2015,Klamath-Lake,0.15,Lightning,KLAMATH,65742
5275,2015,Klamath-Lake,0.16,Debris Burning,KLAMATH,65742
5276,2015,Klamath-Lake,0.1,Under Invest,KLAMATH,65742
5277,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5278,2015,Klamath-Lake,0.35,Lightning,KLAMATH,65742
5279,2015,Walker Range - WRFPA,,Lightning,KLAMATH,65742
5280,2015,Klamath-Lake,0.13,Miscellaneous,KLAMATH,65742
5281,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5282,2015,Walker Range - WRFPA,0.0,Arson,KLAMATH,65742
5283,2015,Klamath-Lake,0.1,Miscellaneous,KLAMATH,65742
5284,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5285,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5286,2015,Klamath-Lake,0.1,Lightning,KLAMATH,65742
5287,2015,Klamath-Lake,0.75,Lightning,KLAMATH,65742
5288,2015,Klamath-Lake,0.48,Under Invest,KLAMATH,65742
5289,2020,North Cascade,0.1,Miscellaneous,MARION,349204
5290,2020,North Cascade,0.2,Debris Burning,MARION,349204
5291,2020,North Cascade,2.5,Recreation,MARION,349204
5292,2020,North Cascade,0.01,Miscellaneous,MARION,349204
5293,2020,North Cascade,3.2,Debris Burning,MARION,349204
5294,2020,North Cascade,0.1,Debris Burning,MARION,349204
5295,2020,North Cascade,0.01,Recreation,MARION,349204
5296,2020,North Cascade,0.1,Debris Burning,MARION,349204
5297,2020,North Cascade,204469.0,Lightning,MARION,349204
5298,2020,North Cascade,0.1,Equipment Use,MARION,349204
5299,2020,North Cascade,5.0,Miscellaneous,MARION,349204
5300,2020,North Cascade,193566.0,Under Invest,MARION,349204
5301,2020,North Cascade,2.5,Equipment Use,MARION,349204
5302,2020,North Cascade,0.5,Miscellaneous,MARION,349204
5303,2013,Northeast Oregon,27.5,Lightning,UMATILLA,76892
5304,2013,Northeast Oregon,0.1,Lightning,UMATILLA,76892
5305,2013,Northeast Oregon,1.0,Debris Burning,UMATILLA,76892
5306,2013,Northeast Oregon,0.1,Lightning,UMATILLA,76892
5307,2013,Northeast Oregon,0.1,Recreation,UMATILLA,76892
5308,2013,Northeast Oregon,0.1,Debris Burning,UMATILLA,76892
5309,2013,Northeast Oregon,0.5,Debris Burning,UMATILLA,76892
5310,2013,Northeast Oregon,0.1,Debris Burning,UMATILLA,76892
5311,2013,Northeast Oregon,0.1,Lightning,UMATILLA,76892
5312,2013,Northeast Oregon,0.25,Recreation,UMATILLA,76892
5313,2013,Northeast Oregon,80.0,Lightning,UMATILLA,76892
5314,2013,Northeast Oregon,0.33,Equipment Use,UMATILLA,76892
5315,2013,Northeast Oregon,0.1,Lightning,UMATILLA,76892
5316,2013,Northeast Oregon,0.25,Recreation,UMATILLA,76892
5317,2015,Central Oregon,0.6,Miscellaneous,WASCO,25469
5318,2015,Central Oregon,0.01,Debris Burning,WASCO,25469
5319,2015,Central Oregon,14.64,Lightning,WASCO,25469
5320,2015,Central Oregon,0.01,Smoking,WASCO,25469
5321,2015,Central Oregon,0.01,Debris Burning,WASCO,25469
5322,2015,Central Oregon,5.0,Debris Burning,WASCO,25469
5323,2015,Central Oregon,12.2,Lightning,WASCO,25469
5324,2015,Central Oregon,0.25,Equipment Use,WASCO,25469
5325,2015,Central Oregon,1.27,Debris Burning,WASCO,25469
5326,2015,Central Oregon,0.01,Lightning,WASCO,25469
5327,2015,Central Oregon,0.5,Debris Burning,WASCO,25469
5328,2015,Central Oregon,0.01,Equipment Use,WASCO,25469
5329,2015,Central Oregon,4.0,Debris Burning,WASCO,25469
5330,2015,Central Oregon,46.6,Equipment Use,WASCO,25469
5331,2015,Central Oregon,0.01,Equipment Use,WASCO,25469
5332,2015,Central Oregon,0.2,Recreation,WASCO,25469
5333,2015,Central Oregon,93.2,Smoking,WASCO,25469
5334,2015,Central Oregon,3.7,Equipment Use,WASCO,25469
5335,2015,Central Oregon,0.01,Debris Burning,WASCO,25469
5336,2015,Central Oregon,0.01,Lightning,WASCO,25469
5337,2015,Central Oregon,0.44,Equipment Use,WASCO,25469
5338,2010,Northeast Oregon,0.01,Juveniles,UNION,25725
5339,2010,Northeast Oregon,0.23,Lightning,UNION,25725
5340,2010,Northeast Oregon,0.01,Lightning,UNION,25725
5341,2010,Northeast Oregon,0.01,Smoking,UNION,25725
5342,2010,Northeast Oregon,0.1,Recreation,UNION,25725
5343,2010,Northeast Oregon,0.01,Lightning,UNION,25725
5344,2010,Northeast Oregon,0.05,Recreation,UNION,25725
5345,2010,Northeast Oregon,0.1,Debris Burning,UNION,25725
5346,2010,Northeast Oregon,10.0,Smoking,UNION,25725
5347,2010,Northeast Oregon,0.25,Debris Burning,UNION,25725
5348,2010,Northeast Oregon,0.1,Debris Burning,UNION,25725
5349,2010,Northeast Oregon,6.0,Recreation,UNION,25725
5350,2013,North Cascade,,Under Invest,MARION,321491
5351,2013,North Cascade,1.0,Debris Burning,MARION,321491
5352,2013,North Cascade,0.01,Lightning,MARION,321491
5353,2013,North Cascade,0.01,Lightning,MARION,321491
5354,2013,North Cascade,0.01,Lightning,MARION,321491
5355,2013,North Cascade,0.01,Debris Burning,MARION,321491
5356,2013,North Cascade,0.5,Miscellaneous,MARION,321491
5357,2013,North Cascade,0.25,Debris Burning,MARION,321491
5358,2013,North Cascade,,Recreation,MARION,321491
5359,2013,North Cascade,0.01,Debris Burning,MARION,321491
5360,2012,Southwest Oregon,0.01,Smoking,JACKSON,205939
5361,2012,Southwest Oregon,0.25,Recreation,JACKSON,205939
5362,2012,Southwest Oregon,0.01,Equipment Use,JACKSON,205939
5363,2012,Southwest Oregon,0.01,Equipment Use,JACKSON,205939
5364,2012,Southwest Oregon,0.2,Smoking,JACKSON,205939
5365,2012,Southwest Oregon,2.1,Equipment Use,JACKSON,205939
5366,2012,Southwest Oregon,4.0,Equipment Use,JACKSON,205939
5367,2012,Southwest Oregon,3.7,Debris Burning,JACKSON,205939
5368,2012,Southwest Oregon,0.1,Recreation,JACKSON,205939
5369,2012,Southwest Oregon,0.01,Equipment Use,JACKSON,205939
5370,2012,Southwest Oregon,0.25,Lightning,JACKSON,205939
5371,2012,Southwest Oregon,1.5,Debris Burning,JACKSON,205939
5372,2012,Southwest Oregon,2.0,Debris Burning,JACKSON,205939
5373,2012,Southwest Oregon,1.5,Smoking,JACKSON,205939
5374,2012,Southwest Oregon,0.25,Miscellaneous,JACKSON,205939
5375,2012,Southwest Oregon,0.2,Equipment Use,JACKSON,205939
5376,2012,Southwest Oregon,0.01,Recreation,JACKSON,205939
5377,2012,Southwest Oregon,1.3,Equipment Use,JACKSON,205939
5378,2012,Southwest Oregon,0.01,Recreation,JACKSON,205939
5379,2012,Southwest Oregon,3.0,Smoking,JACKSON,205939
5380,2012,Southwest Oregon,0.5,Equipment Use,JACKSON,205939
5381,2012,Southwest Oregon,0.01,Miscellaneous,JACKSON,205939
5382,2012,Southwest Oregon,0.01,Smoking,JACKSON,205939
5383,2012,Southwest Oregon,0.01,Equipment Use,JACKSON,205939
5384,2012,Southwest Oregon,0.01,Juveniles,JACKSON,205939
5385,2012,Southwest Oregon,9.5,Debris Burning,JACKSON,205939
5386,2012,Southwest Oregon,5.0,Juveniles,JACKSON,205939
5387,2012,Southwest Oregon,0.12,Equipment Use,JACKSON,205939
5388,2012,Southwest Oregon,0.1,Debris Burning,JACKSON,205939
5389,2012,Southwest Oregon,0.1,Equipment Use,JACKSON,205939
5390,2012,Southwest Oregon,0.25,Recreation,JACKSON,205939
5391,2012,Southwest Oregon,0.01,Lightning,JACKSON,205939
5392,2012,Southwest Oregon,0.1,Debris Burning,JACKSON,205939
5393,2012,Southwest Oregon,0.01,Equipment Use,JACKSON,205939
5394,2012,Southwest Oregon,6.0,Recreation,JACKSON,205939
5395,2012,Southwest Oregon,0.25,Equipment Use,JACKSON,205939
5396,2012,Southwest Oregon,0.01,Recreation,JACKSON,205939
5397,2012,Southwest Oregon,0.25,Miscellaneous,JACKSON,205939
5398,2012,Southwest Oregon,0.1,Equipment Use,JACKSON,205939
5399,2012,Southwest Oregon,1.0,Recreation,JACKSON,205939
5400,2012,Southwest Oregon,0.25,Recreation,JACKSON,205939
5401,2012,Southwest Oregon,0.16,Smoking,JACKSON,205939
5402,2012,Southwest Oregon,0.1,Juveniles,JACKSON,205939
5403,2012,Southwest Oregon,0.1,Miscellaneous,JACKSON,205939
5404,2012,Southwest Oregon,0.8,Smoking,JACKSON,205939
5405,2012,Southwest Oregon,1.5,Debris Burning,JACKSON,205939
5406,2012,Southwest Oregon,1.5,Recreation,JACKSON,205939
5407,2012,Southwest Oregon,2.21,Recreation,JACKSON,205939
5408,2012,Southwest Oregon,0.01,Equipment Use,JACKSON,205939
5409,2012,Southwest Oregon,0.01,Recreation,JACKSON,205939
5410,2012,Southwest Oregon,0.01,Recreation,JACKSON,205939
5411,2012,Southwest Oregon,0.01,Debris Burning,JACKSON,205939
5412,2012,Southwest Oregon,0.01,Equipment Use,JACKSON,205939
5413,2012,Southwest Oregon,0.01,Recreation,JACKSON,205939
5414,2012,Southwest Oregon,0.25,Smoking,JACKSON,205939
5415,2012,Southwest Oregon,0.25,Equipment Use,JACKSON,205939
5416,2012,Southwest Oregon,0.01,Recreation,JACKSON,205939
5417,2012,Southwest Oregon,1.2,Miscellaneous,JACKSON,205939
5418,2012,Southwest Oregon,1.3,Recreation,JACKSON,205939
5419,2012,Southwest Oregon,0.13,Equipment Use,JACKSON,205939
5420,2012,Southwest Oregon,9.0,Miscellaneous,JACKSON,205939
5421,2012,Southwest Oregon,0.01,Recreation,JACKSON,205939
5422,2012,Southwest Oregon,0.01,Recreation,JACKSON,205939
5423,2012,Southwest Oregon,24.0,Debris Burning,JACKSON,205939
5424,2012,Southwest Oregon,0.1,Lightning,JACKSON,205939
5425,2012,Southwest Oregon,0.1,Juveniles,JACKSON,205939
5426,2012,Southwest Oregon,7.1,Recreation,JACKSON,205939
5427,2012,Southwest Oregon,0.25,Smoking,JACKSON,205939
